age,annual_income,employment_years,monthly_expenses,savings_balance,credit_score,active_loans,delayed_payments,total_debt,loan_amount,loan_purpose,residence_type,dependents,debt_to_income,loan_to_income,expense_to_income,savings_to_loan_ratio,target_risk_class
21,84324,1,3785,1679,386,1,1,42320,131652,Debt Consolidation,Rented,3,0.5018677734954047,1.5612451823302698,0.5386302994367033,0.012753222486384663,Fraud Suspected
29,97630,8,4875,1900,400,2,0,113002,361581,Personal,Owned,0,1.1574397476211449,3.703547029119849,0.5991949278405424,0.005254686350537361,Fraud Suspected
46,55245,27,1135,7095,790,2,0,36872,417832,Home,Owned,0,0.6674148354632009,7.56311769177859,0.24653368569670203,0.01698046827320963,Medium Risk
24,120421,6,7328,60046,552,0,0,0,94018,Education,Rented,3,0.0,0.7807377389513545,0.7302320174054575,0.6386581435667259,Medium Risk
25,354761,6,13311,1942,796,0,1,0,385411,Education,Owned,3,0.0,1.0863931311696293,0.45025115429499213,0.005038763712598466,Medium Risk
70,23024,40,809,2662,346,0,0,0,348386,Personal,Rented,2,0.0,15.130770901194355,0.421628664495114,0.00764092804840594,High Risk
38,90246,20,3582,16366,355,3,0,154257,406915,Personal,Owned,0,1.7092756545923964,4.508903343047415,0.4762928407592496,0.04021960306304004,Fraud Suspected
59,67032,40,4196,1043,401,1,0,14224,90843,Business,Mortgaged,3,0.21219399400295377,1.3551981859681053,0.7511524174660242,0.011481220553916604,High Risk
43,129620,25,5055,56059,309,1,0,6001,462606,Business,Rented,2,0.04629651059627684,3.56891244474275,0.46797972550744094,0.12118061334999254,Medium Risk
52,49650,34,2080,4951,358,6,0,333408,458833,Personal,Mortgaged,4,6.71503091579223,9.241163319973415,0.5027089081790901,0.010790394783298535,Fraud Suspected
25,46696,3,1687,4565,552,0,0,0,33297,Auto,Owned,4,0.0,0.7130436644752339,0.43351821316144507,0.13709532104030273,Medium Risk
39,40929,17,1826,3892,811,0,1,0,161676,Business,Owned,0,0.0,3.9500610798924995,0.5353530417786465,0.024072688137459254,Medium Risk
23,58125,4,2907,6321,653,1,2,20870,99715,Business,Owned,4,0.35904758627808553,1.715497367787221,0.600144513642776,0.06339002767860724,Low Risk
48,62170,26,1162,21941,313,3,1,138714,294232,Auto,Mortgaged,1,2.231168872947194,4.732624535555162,0.22428463431503434,0.07457015358576366,Fraud Suspected
19,115885,0,6061,31908,530,2,1,22304,46527,Education,Mortgaged,3,0.19246500871546174,0.40148939475001294,0.6276167958165784,0.6857806052269602,Medium Risk
39,30027,19,1454,4867,404,0,1,0,44446,Home,Rented,3,0.0,1.4801518582656188,0.5810576794991341,0.10950120368078836,High Risk
66,52581,40,1009,7507,405,1,1,8040,18375,Business,Owned,0,0.15290403560153665,0.34945418584306415,0.230268913316344,0.40852198519808447,High Risk
52,185804,31,3860,11658,826,1,1,34788,222956,Education,Owned,1,0.1872285460563494,1.199946180135088,0.24929361427302818,0.052288109366380064,Low Risk
57,101390,38,4730,8350,618,2,0,19040,153092,Business,Rented,4,0.18778787071830833,1.5099170537818938,0.5598130011539486,0.054542010411971806,Low Risk
18,85820,0,5283,1721,769,0,0,0,175848,Auto,Mortgaged,3,0.0,2.04900898381515,0.7387003181039605,0.00978680572536665,Medium Risk
24,66437,3,1873,9267,497,4,1,159860,176459,Personal,Owned,2,2.4061531051506666,2.6559950630663174,0.3383003702700262,0.052516150969058144,Fraud Suspected
41,104165,23,2289,23853,629,1,0,40181,232088,Home,Mortgaged,1,0.3857400687364399,2.2280590595779812,0.2636944876447209,0.10277522846838928,Low Risk
36,14028,16,755,2314,684,3,0,178317,213081,Personal,Mortgaged,2,12.710599472521206,15.188609309287903,0.6458051179699195,0.0108596690475967,High Risk
26,43809,4,1389,132,521,1,0,31495,246724,Debt Consolidation,Owned,1,0.7188997945674503,5.631682264323214,0.38046108194476147,0.0005350086128280474,Fraud Suspected
40,72268,22,4048,9009,758,1,1,35775,426084,Auto,Mortgaged,4,0.49502552961850865,5.895805947224951,0.6721554193360916,0.02114366851684523,Medium Risk
45,65481,26,1179,8689,750,3,1,67701,57762,Personal,Rented,3,1.0338871751015546,0.8821050059558352,0.21605937509544607,0.15042501255128715,High Risk
22,67844,2,2858,16388,589,2,0,54846,421893,Auto,Mortgaged,4,0.8084015034269291,6.218483307539244,0.505505195666593,0.038843880216357665,High Risk
68,43781,40,2912,2219,726,2,0,118372,351007,Education,Owned,0,2.7036681741354895,8.017153167968571,0.7981362203645334,0.006321793235481812,High Risk
71,108776,40,6432,3109,718,1,1,30727,250596,Personal,Rented,1,0.2824769942175276,2.3037590667144707,0.7095617639758405,0.01240637357989122,Medium Risk
63,53236,40,3455,22638,716,1,0,4811,33246,Personal,Rented,4,0.09036947987302064,0.6244904859402295,0.7787816743993838,0.6809035401690378,Low Risk
33,102356,13,6620,2014,820,1,1,34523,221038,Debt Consolidation,Rented,1,0.3372803032523423,2.1594810320740154,0.7761071543714646,0.009111514257664937,Medium Risk
50,95571,29,2318,20757,365,0,0,0,346543,Education,Mortgaged,1,0.0,3.6259887833256603,0.2910475871594191,0.05989715591670899,Medium Risk
19,62568,0,2909,7077,771,3,2,166704,13575,Debt Consolidation,Mortgaged,1,2.6643225878629995,0.21696047563489906,0.5579120650801516,0.5212875662934591,High Risk
41,68471,19,3750,4363,459,0,0,0,360970,Home,Mortgaged,1,0.0,5.271789928729992,0.6572029442691903,0.012086843541447928,High Risk
34,55138,14,1804,3297,484,3,1,52803,351060,Education,Mortgaged,4,0.9576343422985546,6.366818404396162,0.3926077730825731,0.009391530246880171,Fraud Suspected
39,212207,19,13338,25132,840,6,1,103416,192697,Education,Owned,4,0.4873331825378874,0.908057189172887,0.7542411219181181,0.1304216961255436,Medium Risk
29,64915,9,4224,39716,333,3,1,57105,377230,Debt Consolidation,Owned,2,0.879675272660053,5.811048123729127,0.7808244500585372,0.10528296985136429,Fraud Suspected
21,156773,2,4595,26953,530,5,0,289565,303156,Personal,Mortgaged,2,1.847021827598964,1.9337134984117264,0.35171648360059704,0.08890772767905739,Fraud Suspected
71,48552,40,1791,9614,709,1,1,50258,149607,Home,Mortgaged,4,1.0351162647004304,3.0813132041274485,0.4426502996725228,0.0642612694508315,High Risk
74,299687,40,6960,49048,539,1,1,31734,265623,Personal,Mortgaged,0,0.10589012573076,0.8863317850564587,0.2786898374309282,0.18465198927807727,Medium Risk
48,83265,29,1671,7191,718,6,1,219978,121430,Education,Rented,3,2.641870631470228,1.4583383373766003,0.24081858141378235,0.059218815623687526,High Risk
37,97934,15,3359,635466,836,1,0,8710,301120,Education,Owned,2,0.08893653954153265,3.0746923980190943,0.41157910859243374,2.1103343838523383,Low Risk
51,70997,31,1487,2001,386,1,1,21639,221379,Education,Mortgaged,3,0.3047832333305164,3.1181019183638976,0.2513310234091101,0.009038756888607823,High Risk
28,129707,9,5007,87310,423,3,0,62517,497470,Auto,Mortgaged,3,0.481982607086687,3.8353069972553735,0.46322509020260894,0.17550771803783538,High Risk
32,94688,14,5765,10702,397,0,0,0,206699,Education,Mortgaged,4,0.0,2.182925154981043,0.7306022874885151,0.05177552007740687,Medium Risk
49,225515,29,11885,337,462,1,1,10291,90474,Education,Mortgaged,4,0.04563312580925522,0.40118661203639655,0.6324163252274784,0.0037247858524454267,High Risk
23,74437,4,4497,4360,673,1,0,34529,420482,Debt Consolidation,Owned,1,0.463862543324646,5.64875466831457,0.7249523093043876,0.010369027998753813,Medium Risk
47,22580,25,429,14597,326,3,1,79224,186188,Debt Consolidation,Mortgaged,3,3.508436296001063,8.245339001815685,0.22797927461139897,0.07839883129508188,Fraud Suspected
28,59255,7,3142,17700,510,2,0,113076,407119,Education,Rented,2,1.908262454434994,6.870511003105171,0.6362899959497772,0.043476124975437215,High Risk
34,139534,16,3496,54394,820,3,0,46377,264745,Home,Mortgaged,3,0.33236822302648084,1.897337585552012,0.3006557494535421,0.20545730624825304,Low Risk
66,60500,40,3206,33229,450,0,0,0,474492,Education,Owned,4,0.0,7.842713343581098,0.6358903158625477,0.07003053785830349,Medium Risk
41,26726,20,987,17409,530,8,1,251904,103470,Business,Rented,3,9.425075766079246,3.871366034347289,0.4431473790548883,0.16825004107431069,Fraud Suspected
73,253899,40,10132,5942,721,5,0,284490,368848,Debt Consolidation,Mortgaged,2,1.1204805041354864,1.4527294210319024,0.47886569515557303,0.01610957329422067,High Risk
18,66981,0,1574,14224,449,5,0,47590,278749,Business,Mortgaged,0,0.7104893852079663,4.161550864411335,0.2819862052491714,0.05102780269058296,Fraud Suspected
25,86446,4,2990,38624,553,1,1,4351,14262,Business,Mortgaged,1,0.050331416937545545,0.16497969854361633,0.41505199717746133,2.7079856972586414,Medium Risk
41,108604,22,2234,1174,617,3,1,97248,369411,Auto,Mortgaged,0,0.8954283872749873,3.4014179825974864,0.2468394641130703,0.0031780234534882464,High Risk
54,36671,32,1068,6097,467,2,2,10080,379422,Auto,Mortgaged,2,0.27486910994764396,10.346367801047121,0.3494764397905759,0.01606913655735156,High Risk
65,28844,40,578,813,849,2,2,6198,312262,Business,Mortgaged,2,0.21487259490379615,10.825515687294159,0.2404576183047322,0.0026035745509394325,Medium Risk
66,73576,40,1277,120299,642,4,1,144912,462830,Education,Owned,1,1.9695285211411175,6.290416842219716,0.208271606616198,0.2599199275761563,High Risk
59,55163,37,3017,18501,322,4,2,34200,58768,Auto,Mortgaged,1,0.6199695453556667,1.065332463200638,0.6562975853817707,0.31480882778335517,High Risk
43,89295,21,2382,11210,518,0,1,0,56279,Debt Consolidation,Mortgaged,1,0.0,0.6302521949471421,0.32010392402795196,0.19918265813788202,Medium Risk
32,56372,12,2523,1347,367,3,0,159891,279546,Debt Consolidation,Mortgaged,4,2.8363046139109147,4.958863285615454,0.5370656165185461,0.0048185099464490766,Fraud Suspected
42,72659,23,4079,421,443,1,0,44662,356106,Education,Mortgaged,1,0.6146710707404349,4.900990916597853,0.6736581337737407,0.0011822289368083189,Fraud Suspected
36,165316,15,9216,6115,755,1,1,42137,108702,Debt Consolidation,Owned,0,0.2548860673735913,0.6575367324594567,0.6689693135007289,0.05625419721626818,Low Risk
18,105076,0,5409,13173,394,3,0,115668,484877,Personal,Owned,1,1.1007927519818799,4.614492229507885,0.6177184350523901,0.027167658668778537,Fraud Suspected
27,129581,7,7246,3081,487,1,0,42426,315393,Business,Mortgaged,4,0.3274065842478122,2.4339260082418854,0.6710191230263463,0.009768733710850555,High Risk
64,172663,40,6970,1586,449,0,0,0,6402,Education,Mortgaged,0,0.0,0.03707779270722328,0.4844090256220173,0.24769639231610183,High Risk
19,185520,1,3970,263932,319,1,1,29289,398878,Auto,Owned,1,0.1578743107249314,2.1500423132691178,0.25679033640396504,0.6616843704481811,Fraud Suspected
30,80456,11,3376,1544,834,4,0,72568,51263,Auto,Owned,1,0.9019476241967759,0.637147793231167,0.503523621313248,0.03011860174781523,High Risk
42,126308,24,2469,18250,674,1,0,33814,20752,Home,Owned,4,0.26770855600155175,0.16429549754965997,0.23456760800893048,0.8793909314316003,Low Risk
74,115945,40,6096,13790,434,3,1,169473,15087,Education,Mortgaged,4,1.461654563331206,0.13012091835854622,0.630914391182102,0.9139713679745494,Fraud Suspected
73,234805,40,14189,2646,472,3,1,99225,362308,Auto,Owned,0,0.4225828982223623,1.5430099741914602,0.7251433097961721,0.007303158353780889,Fraud Suspected
49,138517,28,3607,2960,797,2,1,81972,248756,Personal,Owned,2,0.5917786858025672,1.795838807952757,0.3124792445747123,0.011899162636629322,High Risk
57,176744,36,7277,15816,482,5,0,280060,163365,Business,Rented,4,1.5845427027638688,0.9242977170499873,0.49406772468811,0.09681329040314386,Fraud Suspected
55,22085,33,1189,12928,481,4,0,118060,459799,Personal,Mortgaged,3,5.345467717105859,20.818572851580186,0.6460201032328172,0.02811657242279252,Fraud Suspected
36,64837,14,4217,72465,722,0,2,0,172758,Personal,Mortgaged,1,0.0,2.6644560288719576,0.7804682439310281,0.4194571628685047,Low Risk
20,94806,0,3541,7949,612,1,0,34896,226812,Debt Consolidation,Mortgaged,4,0.36807408735641883,2.392354994884344,0.44819475355195293,0.03504649204410682,Low Risk
69,62048,40,2524,18959,497,2,1,104388,75439,Auto,Rented,4,1.6823478218827057,1.2157971925413786,0.4881303485954649,0.25131230116648995,Fraud Suspected
48,83440,26,4634,37964,453,3,0,118443,171597,Home,Owned,3,1.41948202921825,2.056506992965089,0.6664349660238972,0.2212380097670136,Fraud Suspected
34,35058,12,1819,1169,357,3,0,23397,472845,Auto,Owned,2,0.6673607347614022,13.487121709118913,0.6226076043241393,0.0024722636968484454,Fraud Suspected
72,49752,40,1233,58044,302,0,0,0,306095,Home,Owned,0,0.0,6.15229232408096,0.2973891021646936,0.18962678375411635,Medium Risk
47,24081,28,1309,36047,701,2,2,19566,400777,Home,Owned,2,0.8124740470060626,16.642180881986548,0.6522714060293996,0.08994256171745954,High Risk
52,86030,32,4286,68075,728,1,0,3552,350309,Education,Mortgaged,4,0.04128744289849008,4.071892689844359,0.5978310144017854,0.1943278810196683,Low Risk
36,62118,14,2510,16472,457,1,1,16205,98795,Debt Consolidation,Mortgaged,1,0.2608702651362707,1.5904151708816947,0.48487580289444454,0.16672739787035912,High Risk
23,183122,4,9655,87149,576,2,1,113190,439661,Auto,Mortgaged,3,0.618109139758523,2.4009054023798213,0.6326895037761504,0.19821817669027572,High Risk
19,46560,1,2799,20345,676,2,0,68948,98653,Home,Mortgaged,4,1.480810120057559,2.1187904039861687,0.7213762591009644,0.20622579925801285,High Risk
64,43321,40,2383,1229,742,1,0,52441,319267,Debt Consolidation,Rented,2,1.2104935136881954,7.369627441023037,0.6600803287013527,0.0038494305724344436,High Risk
55,75813,35,2674,76174,819,2,1,56476,261925,Auto,Owned,2,0.7449283773445537,3.4548368375234126,0.4232463661065239,0.2908225987492651,High Risk
46,21694,28,1024,16332,817,5,1,78725,331515,Personal,Owned,2,3.6287162940769764,15.280709840977183,0.5663977875086426,0.049264590547665875,High Risk
24,38369,4,1217,5474,772,2,1,117232,251848,Debt Consolidation,Rented,4,3.05530362262184,6.563669533489706,0.38060985144644255,0.02173524611969871,High Risk
23,78483,5,3658,74,575,7,1,21119,218107,Personal,Owned,2,0.2690866928291117,2.7789995413077824,0.5592987105652107,0.00033928145689291546,High Risk
22,122968,4,2977,8624,633,2,1,42152,91009,Business,Rented,2,0.34278558010555504,0.7400970976424953,0.29051224292301314,0.09475881771233931,Low Risk
53,61114,31,1725,765,365,1,1,27666,190246,Business,Owned,3,0.4526875562464207,3.1129182688374377,0.3387057187269901,0.004021088374586722,Fraud Suspected
51,141466,29,6305,1590,633,1,2,29562,245183,Auto,Rented,1,0.2089674623763846,1.7331462461210034,0.534824376002884,0.006484925606891151,Medium Risk
43,113166,22,5596,14595,624,2,1,30024,163174,Personal,Owned,1,0.2653070241324768,1.4418867691111366,0.593388531992542,0.08944384862877279,Low Risk
22,74594,1,3643,37433,630,4,2,145116,56186,Business,Owned,4,1.9453850794289163,0.7532140223875595,0.5860446410617334,0.6662217238863082,High Risk
60,61331,39,2625,17055,831,7,0,295624,432113,Home,Mortgaged,3,4.820061305680558,7.045473814648145,0.5135981216982978,0.03946875130173982,High Risk
31,48493,10,3075,14063,780,3,0,80355,69578,Business,Mortgaged,0,1.6570091145296326,1.4347754361364293,0.7609188765620489,0.20211558085054399,High Risk
47,67062,27,3793,54917,398,1,1,35924,397431,Education,Mortgaged,1,0.5356754096893965,5.9262335415952165,0.678705098191253,0.13817961311620605,High Risk
30,51526,9,2550,6325,477,1,0,42688,272921,Education,Mortgaged,3,0.828458866225474,5.296660003493314,0.5938634114153745,0.023175119631249953,Fraud Suspected
74,49148,40,2748,83560,750,3,1,72678,367648,Personal,Mortgaged,0,1.4787279497039614,7.480274268042076,0.6709393883904047,0.22728199995104026,High Risk
26,217222,4,9269,6134,639,1,1,27217,483685,Personal,Rented,1,0.12529520354658577,2.226674891701155,0.5120452254135152,0.012681781155543059,Low Risk
64,122558,40,7761,6172,570,2,0,26698,265947,Home,Rented,4,0.21783793927822517,2.1699507992069127,0.7598952341321322,0.02320754433197467,Medium Risk
32,86131,13,2344,4147,505,6,0,40458,60443,Debt Consolidation,Owned,2,0.46972089351228347,0.7017484790786235,0.32656852273255005,0.06860896036000265,High Risk
37,79197,16,3265,11784,472,0,1,0,100733,Personal,Mortgaged,2,0.0,1.2719134321573777,0.4947094623601606,0.11698135684078861,High Risk
31,90789,12,1762,2984,320,4,1,224068,65867,Education,Mortgaged,2,2.467981055182289,0.7254873884789074,0.23288908470095826,0.04530272666545212,Fraud Suspected
65,137613,40,8626,626,781,7,1,130361,268207,Education,Owned,1,0.9472946066533928,1.9489804816370428,0.7521909108084933,0.0023340094255204914,High Risk
39,124125,19,5708,18070,743,2,1,10644,413771,Auto,Rented,2,0.08575157501248731,3.3334756618274977,0.5518263699788925,0.043671393907755963,Low Risk
60,55012,38,1758,15733,831,2,0,47802,60614,Personal,Rented,0,0.8689218911893553,1.1018122989111665,0.38347299729154927,0.2595562154582199,High Risk
29,122128,7,7189,38590,614,0,0,0,289653,Personal,Owned,0,0.0,2.37169713990944,0.7063678569381555,0.13322792020824847,Low Risk
39,26433,20,1118,5921,642,0,0,0,431002,Education,Mortgaged,4,0.0,16.304834682605733,0.5075281834001665,0.013737723403317378,Low Risk
56,81677,36,2990,2232,619,7,1,118804,353121,Debt Consolidation,Mortgaged,0,1.4545410024731262,4.3233306398295746,0.4392859766399765,0.006320761663107934,High Risk
57,47430,38,1573,3461,494,6,0,135684,157662,Debt Consolidation,Mortgaged,3,2.8606607492989817,3.3240285888975563,0.3979675739495267,0.02195188471613505,Fraud Suspected
43,105390,24,2595,1980,626,3,1,101112,130259,Debt Consolidation,Owned,0,0.9593988101450788,1.2359594272755738,0.29547115028797527,0.015200368493781667,High Risk
24,37348,6,2072,3915,365,1,3,7869,49973,Debt Consolidation,Rented,2,0.21068837184395833,1.3380010174301855,0.6657206350906316,0.07834073718333534,Fraud Suspected
45,140384,23,6389,2598,762,4,0,83248,93073,Education,Owned,2,0.5929978274032126,0.6629839370303096,0.5461267229404851,0.027913273309409715,Medium Risk
51,26325,29,1191,1495,330,3,1,72576,42403,Auto,Mortgaged,2,2.7568183544784626,1.6106890526475728,0.5428853604801337,0.035256107914347704,Fraud Suspected
58,84379,39,4375,54268,707,0,1,0,464283,Home,Mortgaged,3,0.0,5.502287271865371,0.6221853519791419,0.11688535465361719,Low Risk
58,429262,36,20580,4664,346,3,2,30438,304704,Home,Mortgaged,2,0.07090757880367048,0.7098305700700969,0.5753116387855464,0.015306608030718236,High Risk
22,27543,4,1149,15048,454,1,0,37330,80949,Business,Owned,3,1.3552860877142028,2.9388977635782747,0.5005808887598024,0.18589252625077207,Fraud Suspected
52,63439,33,2662,43139,574,1,1,27714,446934,Home,Rented,3,0.4368537200504414,7.0449873896595205,0.5035308953341741,0.09652186559566828,High Risk
52,57472,31,3203,2407,800,1,2,3370,408120,Debt Consolidation,Mortgaged,3,0.05863622918587859,7.1010735475788636,0.6687662032606615,0.005897760713121844,Medium Risk
56,83647,38,5514,9129,654,0,1,0,294323,Auto,Rented,3,0.0,3.51858980489671,0.7910290742157613,0.031016838586048028,Low Risk
